Datetime,Tweet Id,Text,Username
2021-07-30 15:13:40+00:00,1421126858553405443,@forthbeaming EXACTLY EXACTLY DONT YOU THINK SO???? ITS FUCKING HARD TO BE THAT LIGHT ON UR FEET i used to feel like a fucking elephant all the time 😭😭 but once u get the hang of it its actually so fucking FUN to glide,doyutaro
2021-07-30 14:54:09+00:00,1421121945060454409,"Have you ever meet someone perfect for you, but its just not at the right time? That shit fucking sucks.",Pale_Elephant
2021-07-30 14:00:03+00:00,1421108328202227714,"Love wildlife? Visit Highgrove Wood Nature Reserve in Ruislip and explore its bug-filled ponds. Try the newly-created wildlife hub in Elephant Park, Hillingdon, or watch cattle graze among centuries-old trees in Cranford Park, Harlington. #LoveParksWeek https://t.co/18dEXObITQ https://t.co/pL0rltBu0X",Hillingdon
2021-07-30 13:57:05+00:00,1421107583834755072,@Rajan78160775 DRDO is a white Elephant. A drain on public money and a specialist in taking up  never ending projects. Will it ever be made answerable to the Authorities that be? Why not disband it when its contribution is almost Zero.,SRANAND11
2021-07-30 13:12:39+00:00,1421096401665249285,"""It’s obvious from these figures that tidal stream is wildly uneconomic and that the Orbital plant is, like the Hywind floating windfarm, a white elephant – the source of unearned rents for its investors and management."" #Tidalstreampower https://t.co/KVkklPoAnF",WmCross_Grazier
2021-07-30 12:56:59+00:00,1421092459413704714,It’s too bad the elephant didn’t get to trample these idiots to death with its feet. RIP Elephant. I weep for the human race. 😔 https://t.co/PmooqiQPhd,clutchcargirl
2021-07-30 12:44:40+00:00,1421089357428056064,"I hate this with every cell of my being. The evil LaPierre &amp; wife who shot elephant in Botswana, have turned its feet into home decor. Why aren't these evil people turned into home decor instead?   @CWIntl @MoveTheWorld @WorldAnimalNews @MercyForAnimals",MaySBa_EHS
2021-07-30 12:31:43+00:00,1421086099963850755,"@Sandervandam2 @politiek_jan “If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality.”

We zien je knul.",Verwardwezen
2021-07-30 12:08:23+00:00,1421080228202377217,"@Mrbk74983989 @Ohara_the_Fox @JoyBoyTheories True that Zounisha the elephant is a bad fit, but the whale forest and city on its back would be a good fit.",PerpetualPuns
2021-07-30 11:42:41+00:00,1421073758937354243,"Two points on accuracy: LaPierre is not the ""ex"" head of the NRA. He's still its executive vice prez. Point two: LaPierre broke no laws in shooting the elephant; maybe getting free taxidermy, not the hunt. Oh, point three - my wife &amp; I will return to the NRA when LaPierre is gone",Fieldkorn
2021-07-30 11:09:58+00:00,1421065526365798401,My girl got the ivory skin and its very ironical cause she's really the elephant in the room ok Santander Dave .. ok,yannahouo
2021-07-30 11:06:15+00:00,1421064592499826694,"""It feels like an elephant's taken one of its feet off my chest"".
Talking to someone you love, sharing your thoughts, the hard moments you pass by and everything that aches you, always feels like getting this elephant's feet off your chest.",Aaamiirraa
2021-07-30 11:03:09+00:00,1421063813881864195,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/DIZGNqYJwM",YvonneHooper20
2021-07-30 10:45:51+00:00,1421059458923384832,"I didn’t know how many people had been buried on its slopes, now overgrown with lalang, the wild elephant grass and the twining creepers of morning glory, but rumor had it that there were almost twelve thousand graves there. It was a veritable city of the dead.",ghostbridebot
2021-07-30 10:38:48+00:00,1421057685542391811,@kwskenya The elephant because its slow movements give a sense of peace,vraprile2004
2021-07-30 10:13:56+00:00,1421051425652498435,"is it a dream's world?
or witnessing a scene in wilderness- can't believe its a sculpture? 
Rajah on the elephant, XV century, by Sculptor Andrey Khorobrov
tiger reaches out to elephant rider or hunter? https://t.co/K02DGLXp1h",kamlesm
2021-07-30 09:58:57+00:00,1421047654398799872,"The military factor in public, political affairs in Zimbabwe is the elephant in the room using ZANU PF as an electoral proxy when its the power behind the throne. A professional military must stay away from partisan politics. Politicians in ZANU PF must seek ple's mandate fairly",PedzisaiRuhanya
2021-07-30 09:35:38+00:00,1421041785808240641,"@chris_bloggs @mikegalsworthy A railway carrying 40m passengers in its first full year, allowing 1,500+ extra local and regional trains across the Midlands and the North and 140+ extra freight trains per day doesn't match any known definition of ""white elephant"", want to try again?",BRCWCo
2021-07-30 08:36:32+00:00,1421026916472016904,@TheSGTJoker @billshoemaker21 Child sacrifices have always been more pleasing to the demonic entities. GQP has reversed pentacles on its Elephant logo. That’s my story &amp; I’m sticking to it. https://t.co/6GDgV1LkRQ,equi_noctis
2021-07-30 08:35:52+00:00,1421026745935859713,"@DavidNdii Without serious efforts to fight corruption,  your dreams of a bottom-up economy will fall flat on its face. Curiously,  nobody is addressing this elephant in the chambre
👀",Gibbo_2010
2021-07-30 08:25:09+00:00,1421024051158347779,"Ex-NRA head Wayne LaPierre shot a elephant glorifying the whole idea of it. Its brutal yet disturbing.
https://t.co/xC0aoALEpy",PranjibBaruah
2021-07-30 08:15:48+00:00,1421021695603736584,"#Rivaldo, the wild elephant kept in a kraal, awaiting its release back into the Mudumalai wilderness, has now got a collar from Germany to enable the Forest Department to monitor its movement #TamilNadu @ourwind 

https://t.co/o2d3DCBvq9",THChennai
2021-07-30 07:30:27+00:00,1421010284836233217,"@gonglei89 The elephant in the room, in my opinion, is: While the gov is (rightfully) protecting its citizens from excessive surveillance by private companies; who is keeping the excessive surveillance by the gov in check?",FabiKretschmer
2021-07-30 07:30:14+00:00,1421010228875653123,"Mr. Mukrjee. please analyze how much was spent on BSNL since its inception and BSNL has to sho for it? That's taxpayer money.  you are suggesting a white elephant 3 times the size.
Nationalizing Vodafone JV May Be India’s Only Option https://t.co/9cGoD50QgF Via @Bloombergquint",RoshanPhilip19
2021-07-30 07:29:55+00:00,1421010148680638465,"@ashumalik0 @SrkianDas04 @Srkiananosua @RnSRKsRiderr07 @puspa_choudhary @Garima_Saini17 @Its_kishmishhh Very Special Thanks for this Nice Presentation.

The large elephant head of Lord Ganesha symbolizes wisdom, understanding and a discriminating intellect that one must possess to attain perfection in life. https://t.co/TEiCJDKLiv",PhdNou
2021-07-30 07:19:34+00:00,1421007544508616704,"Rivaldo, the wild elephant kept in a kraal, awaiting its release back into the Mudumalai wilderness, has now got a collar from Germany to enable the Forest Department to monitor its movement.

Chief Wildlife Warden, Shekhar Kumar Niraj, said the collar w… https://t.co/V4NqsbmrKh https://t.co/wuXJZuI87F",ranaalikash
2021-07-30 07:17:09+00:00,1421006938679091201,"#KSRTC #Kerala which is currently running on a huge loss of 1600 cr +, is proposing to buy 72 non-Ac air susp Diesel buses &amp; calls for tender. In spite of states' proclaiming 'Green Mobility'. As lts symbol shows, its the biggest white elephant.
@BJP4Keralam https://t.co/8NZssK8ckC",pradeepgv
2021-07-30 07:08:34+00:00,1421004778507755522,"Socialism @UKLabour in 🏴󠁧󠁢󠁷󠁬󠁳󠁿 look after the public sector only and its social bill is one of the highest in the UK, over £130 million wasted on white elephant projects and highest council tax in the uk for the poorest areas to name a couple never mind the cost of devolution https://t.co/KKLp8kEP5Q",nownews247
2021-07-30 07:05:46+00:00,1421004071989825536,"Look what I saw this morning! Can you spot the Lions and the Elephant! Its amaizing to see the beautiful wildlife and abundant nature freely roaming in our beautiful Zimbabwe!!

@zimadventures @AnimalPlanet @ZimTourism @TravelAfriStory https://t.co/FLBaRRPDmo",Aretha45395643
2021-07-30 06:44:23+00:00,1420998691096121348,"@sdkowalski1 @lindyli No, they don't value life. 

This is Wayne LaPierre's wife after they struggled to kill the elephant, and she sawed its tail off.

Sickening. Disgusting people.",vespavoshka
2021-07-30 06:34:09+00:00,1420996114296102913,"@Manojpochat arre bhai,be happy that it has started,in NaviMumbai ,we have a white elephant metro which has never seen the day,since a decade.children have become adults,babies have grown to teenagers,one generation people died ,but this metro never came up and is yes,its expected to born ?",IndeTaxpayer
2021-07-30 06:22:11+00:00,1420993106212659201,"@maggieNYT In the Chitawon jungle we tourists rode on the backs of the elephants to go from camp to camp. Ahead of us, a woman dropped her sunglasses. The elephant was stopped by its driver. It backed up, and with its trunk picked up the sunglasses and gave them to the woman. 2/now 3",DisappearedNews
2021-07-30 05:56:07+00:00,1420986542621827079,"@incognito9 @hindolbeauty @chirachinmaya @HindolPalace @WorldofWilds @Britnatureguide @WaytoWild @KatanaHugo @ErikSolheim @UlrichJvV @rameshmenon128 @Deepak_R_Biswal @jyotsnadevi33 @SafayaAnil @priyaranjannath Oh yes... Its heaven alright 😀
Wish i could document all the wild movements even more extensively 😇
Actually the elephants do give us an annual visits too at home during the jackfruit ripening season !! 😅",snshindol
2021-07-30 05:45:11+00:00,1420983792374779904,"Here's Friday's #TubeOfTheDay. Train no. 🚇2️⃣0️⃣5️⃣ on the @bakerlooline! 👏

🔷 It's:
At @PaddingtonTube Platform 4
➡ on its way to:
Elephant &amp; Castle Underground Station

📲 Reply if seen
📢 RT/share the selection https://t.co/OpHGgdjeb7",tubeoftheday
2021-07-30 05:36:02+00:00,1420981492067573760,A standing army of a country must not be involved in partisan politics. The military factor in the political and electoral affairs of Zimbabwe is the elephant in the room blocking democratic transition. The army uses ZANU PF as its proxy but its the power behind ZANU PF,PedzisaiRuhanya
2021-07-30 05:24:21+00:00,1420978548358123522,.Everything okay Greg? I saw an elephant stick its head through the wall of someone's house a couple of days ago on the news &amp; today they said that they're setting up a makeshift hospital at the airport because of the number of covid cases!  @peciacake,chuck4219
2021-07-30 04:43:44+00:00,1420968327065837570,"The scary thing is, why is this elephant moving alone? 
It might be the last of its kind https://t.co/JayZMwZFnc",_El_rocky_
2021-07-30 04:37:33+00:00,1420966770568015882,"Much loved shops that once sat at heart of Liverpool https://t.co/4eW809gD2C. Their seems to be a lot of articles about Liverpool’s history lately and nothing about its future, apart from the white elephant that everyone has bought into for the last 9 years: Liverpool Waters.",Nationliverpoo
2021-07-30 04:09:39+00:00,1420959751144361989,"every growing boy should have his incredibly small elephant painting strung high above his bed, for its glory must shine through and inspire the strapping man https://t.co/hzBILF8fa9",acesthegambler
2021-07-30 04:08:26+00:00,1420959445811617796,@dsyzdek I’ve seen elephants in the wild in India and Sri Lanka and they are so amazing and majestic I can’t imagine looking at this incredible thing and going...you know I’d like to kill that and store my umbrellas in its foot.,agraham999
2021-07-30 04:02:39+00:00,1420957987649241090,"Sometimes, when I screw up at work, I remind myself that Jolly West mistakenly dosed an elephant with LSD based on the weight of its body rather than the weight of its brain. I've never once killed an elephant, so I've never messed up THAT badly. And that makes me feel better",BTH_Bill
2021-07-30 03:39:58+00:00,1420952282116599812,"@elephant_ben The Middle East is strange when it comes to foreign policy in general, its so convoluted and everything",acurrie254
2021-07-30 02:21:32+00:00,1420932543872856068,"ELEPHANT IN THE ROOM!

Every single project that uses the word ""BURN"" is a security token, as burning makes us happy because we will make more money. Thats why its a security, tokens legally should not have an expectation of profit.

Projects doing it I think will get hit hard!",Coachkcrypto
2021-07-30 01:42:34+00:00,1420922737904787456,If texas comes in thinking they gona run things like the big 12 in the sec they got a huge elephant in the room and its name is saban university and its station is not in texas but in good ol alabama not austin.,Jerradjrod25
2021-07-30 00:23:36+00:00,1420902862599696387,"growing up with 2 older stepsisters during the summer only at least had its benefits, my favorite was once i rode the elephant.  #FreeBritney much love https://t.co/Dk0PT3EKoN",lsgreen13
2021-07-30 00:22:49+00:00,1420902665534406657,"@H_MitchellPhoto What pure human garbage. Seriously, how f’d in the head do you have to be to a) shoot an elephant and b) make its god damn feet into end tables??!!??  🤬",WeResist83
2021-07-30 00:05:19+00:00,1420898263356649473,"Filled with scented beads, these super-cute, on-the-go clips are perfect for decorating backpacks and more! Each Buddy Clip features its own unique fragrance. Allegra the Elephant is scented in Sugar.

Grab them for 10% off in July!⁠
⁠
https://t.co/HqMovbZ2qO https://t.co/o1hq7WY7NI",ScentswCaitlyn
2021-07-30 00:01:58+00:00,1420897420418895873,"“If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality.” - Bishop Desmond Tutu https://t.co/SYoRQ3SLuq",catch22healy
2021-07-30 00:01:03+00:00,1420897189707005958,"Filled with scented beads, these super-cute, on-the-go clips are perfect for decorating backpacks and more! Each Buddy Clip features its own unique fragrance. Allegra the Elephant is scented in Sugar.

Grab them for 10% off in July!⁠
⁠
https://t.co/rDGS1lsb0W https://t.co/nGcBttP55A",ScentswCaitlyn
2021-07-30 00:00:40+00:00,1420897090524360705,Who is the dirtiest player in the game ? Ramos ! No its pepe,Crying_Elephant
2021-07-29 23:57:47+00:00,1420896367371821058,@mtgreenee Its the circus. Where the elephants? I can see the clowns no problem,frenchy477
2021-07-29 23:39:51+00:00,1420891854602739715,"@lindyli @NRA Footage from their video “shows that Wayne had struggled to kill an elephant at close range, while Susan felled hers with a single shot and cut off its tail in jubilation. Plans to air an episode featuring the LaPierres’ hunt were cancelled.”",virginia_dark
2021-07-29 23:36:43+00:00,1420891066790596610,"@WyndhamSusan Flying to Africa specifically to kill an elephant and then using its foot as a home trash can is such a perfect, ghastly metaphor for what’s wrong with the place. I just can’t fathom how these people think and function.",alistershew
2021-07-29 23:35:42+00:00,1420890808920727559,"@abbykate Ok. There actually is a reason. In the early days of football the team had no name/mascot and a radio announcer said they looked like a crimson tide (red jerseys). Name stuck. 

FF many years and a company sponsoring the team had an elephant as its mascot. Big Al was born. 🐘",DancingDays123
2021-07-29 23:35:26+00:00,1420890744110387208,@Themoondodger @MollyJongFast There is video of this particular hunt. Wayne basically tortured his beast because he can’t shoot. One of the guides had to put the poor elephant out of its suffering. Susan took hers out with one shot. A massive bull that was a gift to nature.,elmax21
2021-07-29 23:27:17+00:00,1420888692328120324,"@lyndonwise1 @TBonesPrimeCuts @miracles222 @sjwarsap @RickTompkins @PamelaG_R @titletownusa73 @allen_marple @aeropatlane @03jewell @M_Hella @showgirlcf @immersed_in_luv @its_sherriberri @k_pawlowska @JacquilineS1975 @RiniLalsim @Lavendermist15 @1Sanobar @VaSeemsReal @saxenaanu_anu @GillianLouiseD @Alex53306901 @randomsnapclick @AnotherRealEgg @Veronic92098903 @hannahpbo @BeeKindPlz @gabby_UCMaroon @angelacrazygirl @Maithedane @Bowman1965 @truthismyname12 @BE_THE_NOBLE1 @ShawnLindley2 @sjkish @GravityX11 @ZACKHAMMER7 @CackowskiLiz @winn_dynasty @CahoonPriscilla @tcoreagain @themrs805 @NikkiRains10 Ty Lyndon
6 Likes/6 Friends
~
Elephants
Coffee
Honeysuckle in the south
Hope
Sex in the heat of a southern afternoon when a sudden downpour makes the air as thick as our love
Planet Earth
@ndigobunting 
@4gneconclusion 
@Gracemreilly11 
@jasonsammis 
@AgileMarkCSM 
@JJFarrell451",yesokwaitmaybe
2021-07-29 22:11:39+00:00,1420869655837687808,"Inner SE London, 1998. Church day. Peckham, Camberwell, Elephant. No gentrification here (well, Barry Road was on its way). The dying days of skint London Transport, no routemasters on Sundays, an oly getting ragged into town as fast as the driver could go.https://t.co/diKNjnIYQ7",atapushmaybe
2021-07-29 21:37:12+00:00,1420860987553554436,"Sen.Tom Cotton posts a video of him shooting a semi automatic gun
Wayne LaPierre hunted an elephant &amp; used its legs as a decretive wastebasket 
Steve Bannon incited the riot that caused over $40 mill in damage to the capitol building
#KetchupInTheNews
#RepublicansAreTheProblem",Jimi_Jammin
2021-07-29 21:32:13+00:00,1420859732957478916,@IronFiremanIUOE @RohdeD @mikespiesnyc @teamtrace It's even worse. He didn't kill the elephant. He was a terrible shot. He wounded the elephant and then his wife tried. She apparently was a slightly better shot but the guide ended up putting the poor thing out of its misery.,cromgood
2021-07-29 20:23:08+00:00,1420842347357634561,@MollyJongFast Do I remember this correctly?  Wayne could not even make a clean kill -- he shot the elephant's jaw off. Susan then had to finish the effing kill.  Please do not even tell me that they actually kept its feet??,SharonValius
2021-07-29 20:20:42+00:00,1420841734989299712,@auurify I think thats exactly what its supposed to be lol which is really funny to me because it looks like the kind of room id want when i was 12 (minus the wierd elephant picture),EspeonageTieler
2021-07-29 20:20:26+00:00,1420841670191435776,"@Capybarta sam, ostentatia, penny and adaine, riz and gorgug

its just ostentatia and adaine uncomfortably ignoring the elephant in the room, sam telling gorgug that zelda can do better and ostentatia and penny both just being like ""and heres our friend riz who we are thrilled is here :)""",EctoplasmFear
2021-07-29 20:19:20+00:00,1420841393958834177,"@MyPicsSpeaks If the crowd had dispersed, the herd would have gone its own way. Can the local government teach village populations to respect the elephants' rights of passage?",blueplanetwatch
2021-07-29 20:12:20+00:00,1420839629427822593,"#ShameOnAshrafGhani
If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality.",GhaziErtugural
2021-07-29 20:10:29+00:00,1420839166334603269,"What happens when an elephant dies? Other elephants arrive on the scene to mourn their fellow, but while sad, the dead elephant carcass briefly become a busy ecosystems of its own, crucial for many other animals' survival [video: https://t.co/6dCfdjajpT] https://t.co/Z1vPhjt4od",Rainmaker1973
2021-07-29 20:07:22+00:00,1420838380745658370,"DALLAS TX get  ready for this @BASSESSION cause I promise, you are in for a treat 🕺🏽
08/06/2021 get your bouncin shoes ready cause its @bonkerdubs Texas debut and he about to have the green elephant bouncin . ALSO +1 more special guest that will have everyone going crazy 😈 https://t.co/xFoIWtZJoK",47Pier
2021-07-29 20:03:33+00:00,1420837420472274945,"@DrEricDing @CricketixSue The elephant is an intelligent, sensitive creature. Unlike these filthy human trash that would unfeelingly take its life",skyinthegrass
2021-07-29 20:03:02+00:00,1420837291745062914,"If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality.",GhaziErtugural
2021-07-29 19:41:51+00:00,1420831958263812104,"@the_moviebob I watched a TV show once about animal attacks and this elephant picked up a dude and put him in its mouth and bit down and his guts fell out

so

we can still give them to some angry elephants",danirat
2021-07-29 19:40:33+00:00,1420831631523385348,"@Jonnyd9991 The Northern Used 2b the best pint followed by the cock.
Tottenham its the Station House
Stoke Newington it's the Auld Shellaigh.
Enfield it's the Red lion
Camden is Elephants head
Willesden Tony's bar Arbour Ale house",lfctrucker66
2021-07-29 19:38:50+00:00,1420831199665209354,@olusailor @Jujuforest1 @Coded_MONK @Standardobserve @cchukudebelu African Elephants are endangered. You can tell the elephant in that picture is an old elephant from its tusk. Why you wan kill am chop?!,dammy_durst
2021-07-29 19:36:49+00:00,1420830693047816196,"Footage of their safari, which was filmed for “Under Wild Skies” and recently published by The Trace and The New Yorker, shows that Wayne had struggled to kill an elephant at close range, while Susan felled hers with a single shot and cut off its tail in jubilation. https://t.co/AhQqwTqRYn",EpiphanyFerrell
2021-07-29 19:22:56+00:00,1420827197384839171,"This comes up! My handlers cant handle me! I driven them all insain!
Duud why!? Illuminatizi confirmed! I talk about Bill Bill appears like the genius in the butthole of an elephant! Its cold and winter! Only option! Fuzzy freezes to death.. https://t.co/ySHE3aAEx8",wordz_2
2021-07-29 19:07:07+00:00,1420823219574034432,"""It feels like an elephant's taken one of its feet off my chest""
Talking to someone U love, sharing yr thoughts, the hard moments U pass by and everything aches U, always feels like getting this elephant's feet off.
Nothing compared to a friend or lover who can really listen.🤎 https://t.co/9rbZB38piJ",Mahitap2000
2021-07-29 19:00:06+00:00,1420821454367694850,"S. #Syria: 4th Division still hasn't improved much about guerrilla warfare, despite years of battle in Jobar &amp; elsewhere. After 7 of its soldiers were eliminated in an ambush in #Daraa, it started to strike the town with heavy Elephant rockets, killing &amp; wounding residents. https://t.co/w17cDN6oCi",QalaatM
2021-07-29 18:59:34+00:00,1420821319113973771,"@BoldBebo They're Rudyard Kipling's books on how the leopard got its spots, why the elephant's nose is long, etc. Basically, one thing happened to one elephant and now all elephants are like that. (It got its nose trapped in a crocodile's mouth)",Miss_Jess03
2021-07-29 18:51:06+00:00,1420819188688597003,"@RedCollectiveUK @Scousegirl70 @carmel_prescott @FlusteredBlush TBF at the very least its the elephant in the room behind whatever else was up for discussion.

I get the impression the intent of the tweet I replied to was very much that you comment on it. 
 which is why I brought it up.

give it some thought maybe?",SariellaForever
